word;type;score
ambivalenzen;NN;-0.3266
anbieten;VVINF;0.004
andrang;NN;0.004
andranges;NN;0.004
andrangs;NN;0.004
androh;VVINF;-0.0048
androhe;VVINF;-0.0048
androhen;VVINF;-0.0048
androhest;VVINF;-0.0048
androhet;VVINF;-0.0048
androhst;VVINF;-0.0048
androht;VVINF;-0.0048
androhte;VVINF;-0.0048
androhten;VVINF;-0.0048
androhtest;VVINF;-0.0048
androhtet;VVINF;-0.0048
androhung;NN;-0.0048
androhungen;NN;-0.0048
anerkannt;ADJX;0.0785
anerkannte;ADJX;0.0785
anerkanntem;ADJX;0.0785
anerkannten;ADJX;0.0785
anerkannter;ADJX;0.0785
anerkanntere;ADJX;0.0785
anerkannterem;ADJX;0.0785
anerkannteren;ADJX;0.0785
anerkannterer;ADJX;0.0785
anerkannteres;ADJX;0.0785
anerkanntes;ADJX;0.0785
anerkanntest;ADJX;0.0785
anerkannteste;ADJX;0.0785
anerkanntestem;ADJX;0.0785
anerkanntesten;ADJX;0.0785
anerkanntester;ADJX;0.0785
anerkanntestes;ADJX;0.0785
anerkennen;VVINF;0.004
anerkennenswert;ADJX;0.004
anerkennenswerte;ADJX;0.004
anerkennenswertem;ADJX;0.004
anerkennenswerten;ADJX;0.004
anerkennenswerter;ADJX;0.004
anerkennenswertere;ADJX;0.004
anerkennenswerterem;ADJX;0.004
anerkennenswerteren;ADJX;0.004
anerkennenswerterer;ADJX;0.004
anerkennenswerteres;ADJX;0.004
anerkennenswertes;ADJX;0.004
anerkennenswertest;ADJX;0.004
anerkennenswerteste;ADJX;0.004
anerkennenswertestem;ADJX;0.004
anerkennenswertesten;ADJX;0.004
anerkennenswertester;ADJX;0.004
anerkennenswertestes;ADJX;0.004
anerkennung;NN;0.0855
anerkennungen;NN;0.0855
anfällig;ADJX;-0.1884
anfällige;ADJX;-0.1884
anfälligem;ADJX;-0.1884
anfälligen;ADJX;-0.1884
anfälliger;ADJX;-0.1884
anfälligere;ADJX;-0.1884
anfälligerem;ADJX;-0.1884
anfälligeren;ADJX;-0.1884
anfälligerer;ADJX;-0.1884
anfälligeres;ADJX;-0.1884
anfälliges;ADJX;-0.1884
anfälligkeit;NN;-0.0048
anfälligst;ADJX;-0.1884
anfälligste;ADJX;-0.1884
anfälligstem;ADJX;-0.1884
anfälligsten;ADJX;-0.1884
anfälligster;ADJX;-0.1884
anfälligstes;ADJX;-0.1884
angebot;NN;0.0711
angebote;NN;0.0711
angeboten;NN;0.0711
angebotes;NN;0.0711
angebots;NN;0.0711
angedroht;VVINF;-0.0048
angeklagt;VVINF;-0.0048
angekurbelt;VVINF;0.004
angemaßt;VVINF;-0.0048
angemessen;ADJX;0.004
angemessene;ADJX;0.004
angemessenem;ADJX;0.004
angemessenen;ADJX;0.004
angemessener;ADJX;0.004
angemessenere;ADJX;0.004
angemessenerem;ADJX;0.004
angemesseneren;ADJX;0.004
angemessenerer;ADJX;0.004
angemesseneres;ADJX;0.004
angemessenes;ADJX;0.004
angemessenheit;NN;0.004
angemessenst;ADJX;0.004
angemessenste;ADJX;0.004
angemessenstem;ADJX;0.004
angemessensten;ADJX;0.004
angemessenster;ADJX;0.004
angemessenstes;ADJX;0.004
angemessner;ADJX;0.004
angemessnere;ADJX;0.004
angemessnerem;ADJX;0.004
angemessneren;ADJX;0.004
angemessnerer;ADJX;0.004
angemessneres;ADJX;0.004
angenähert;VVINF;0.004
angenehm;ADJX;0.4887
angenehme;ADJX;0.4887
angenehmem;ADJX;0.4887
angenehmen;ADJX;0.4887
angenehmer;ADJX;0.4887
angenehmere;ADJX;0.4887
angenehmerem;ADJX;0.4887
angenehmeren;ADJX;0.4887
angenehmerer;ADJX;0.4887
angenehmeres;ADJX;0.4887
angenehmes;ADJX;0.4887
angenehmst;ADJX;0.4887
angenehmste;ADJX;0.4887
angenehmstem;ADJX;0.4887
angenehmsten;ADJX;0.4887
angenehmster;ADJX;0.4887
angenehmstes;ADJX;0.4887
angereichert;VVINF;0.004
angesehen;ADJX;0.004
angesehene;ADJX;0.004
angesehenem;ADJX;0.004
angesehenen;ADJX;0.004
angesehener;ADJX;0.004
angesehenere;ADJX;0.004
angesehenerem;ADJX;0.004
angeseheneren;ADJX;0.004
angesehenerer;ADJX;0.004
angeseheneres;ADJX;0.004
angesehenes;ADJX;0.004
angesehenst;ADJX;0.004
angesehenste;ADJX;0.004
angesehenstem;ADJX;0.004
angesehensten;ADJX;0.004
angesehenster;ADJX;0.004
angesehenstes;ADJX;0.004
angesehner;ADJX;0.004
angesehnere;ADJX;0.004
angesehnerem;ADJX;0.004
angesehneren;ADJX;0.004
angesehnerer;ADJX;0.004
angesehneres;ADJX;0.004
angespannt;ADJX;-0.4744
angespannt;VVINF;-0.0444
angespannte;ADJX;-0.4744
angespanntem;ADJX;-0.4744
angespannten;ADJX;-0.4744
angespannter;ADJX;-0.4744
angespanntere;ADJX;-0.4744
angespannterem;ADJX;-0.4744
angespannteren;ADJX;-0.4744
angespannterer;ADJX;-0.4744
angespannteres;ADJX;-0.4744
angespanntes;ADJX;-0.4744
angespanntest;ADJX;-0.4744
angespannteste;ADJX;-0.4744
angespanntestem;ADJX;-0.4744
angespanntesten;ADJX;-0.4744
angespanntester;ADJX;-0.4744
angespanntestes;ADJX;-0.4744
angestrengt;ADJX;-0.0415
angestrengt;VVINF;-0.0048
angestrengte;ADJX;-0.0415
angestrengtem;ADJX;-0.0415
angestrengten;ADJX;-0.0415
angestrengter;ADJX;-0.0415
angestrengtere;ADJX;-0.0415
angestrengterem;ADJX;-0.0415
angestrengteren;ADJX;-0.0415
angestrengterer;ADJX;-0.0415
angestrengteres;ADJX;-0.0415
angestrengtes;ADJX;-0.0415
angestrengtest;ADJX;-0.0415
angestrengteste;ADJX;-0.0415
angestrengtestem;ADJX;-0.0415
angestrengtesten;ADJX;-0.0415
angestrengtester;ADJX;-0.0415
angestrengtestes;ADJX;-0.0415
angetrunken;ADJX;-0.0048
angetrunkene;ADJX;-0.0048
angetrunkenem;ADJX;-0.0048
angetrunkenen;ADJX;-0.0048
angetrunkener;ADJX;-0.0048
angetrunkenere;ADJX;-0.0048
angetrunkenerem;ADJX;-0.0048
angetrunkeneren;ADJX;-0.0048
angetrunkenerer;ADJX;-0.0048
angetrunkeneres;ADJX;-0.0048
angetrunkenes;ADJX;-0.0048
angetrunkenst;ADJX;-0.0048
angetrunkenste;ADJX;-0.0048
angetrunkenstem;ADJX;-0.0048
angetrunkensten;ADJX;-0.0048
angetrunkenster;ADJX;-0.0048
angetrunkenstes;ADJX;-0.0048
angetrunkner;ADJX;-0.0048
angetrunknere;ADJX;-0.0048
angetrunknerem;ADJX;-0.0048
angetrunkneren;ADJX;-0.0048
angetrunknerer;ADJX;-0.0048
angetrunkneres;ADJX;-0.0048
angreifen;VVINF;-0.0464
angreifer;NN;-0.0048
angreifern;NN;-0.0048
angreifers;NN;-0.0048
angriff;NN;-0.212
angriffe;NN;-0.212
angriffen;NN;-0.212
angriffes;NN;-0.212
angriffs;NN;-0.212
angst;NN;-0.514
angste;NN;-0.514
angsten;NN;-0.514
ängstigen;VVINF;-0.3193
ängstlich;ADJX;-0.4735
ängstliche;ADJX;-0.4735
ängstlichem;ADJX;-0.4735
ängstlichen;ADJX;-0.4735
ängstlicher;ADJX;-0.4735
ängstlichere;ADJX;-0.4735
ängstlicherem;ADJX;-0.4735
ängstlicheren;ADJX;-0.4735
ängstlicherer;ADJX;-0.4735
ängstlicheres;ADJX;-0.4735
ängstliches;ADJX;-0.4735
ängstlichst;ADJX;-0.4735
ängstlichste;ADJX;-0.4735
ängstlichstem;ADJX;-0.4735
ängstlichsten;ADJX;-0.4735
ängstlichster;ADJX;-0.4735
ängstlichstes;ADJX;-0.4735
anheben;VVINF;0.004
anhebung;NN;0.004
anhebungen;NN;0.004
anheitern;VVINF;0.004
anheiterung;NN;0.004
anklag;VVINF;-0.0048
anklage;NN;-0.3468
anklage;VVINF;-0.0048
anklagen;NN;-0.3468
anklagen;VVINF;-0.0048
anklagest;VVINF;-0.0048
anklaget;VVINF;-0.0048
anklagst;VVINF;-0.0048
anklagt;VVINF;-0.0048
anklagte;VVINF;-0.0048
anklagten;VVINF;-0.0048
anklagtest;VVINF;-0.0048
anklagtet;VVINF;-0.0048
ankurbel;VVINF;0.004
ankurbele;VVINF;0.004
ankurbelen;VVINF;0.004
ankurbeln;VVINF;0.004
ankurbelst;VVINF;0.004
ankurbelt;VVINF;0.004
ankurbelte;VVINF;0.004
ankurbelten;VVINF;0.004
ankurbeltest;VVINF;0.004
ankurbeltet;VVINF;0.004
ankurbelung;NN;0.004
ankurbl;VVINF;0.004
ankurble;VVINF;0.004
anlocken;VVINF;0.004
anmaß;VVINF;-0.0048
anmaße;VVINF;-0.0048
anmaßen;VVINF;-0.0048
anmaßest;VVINF;-0.0048
anmaßet;VVINF;-0.0048
anmaßt;VVINF;-0.0048
anmaßte;VVINF;-0.0048
anmaßten;VVINF;-0.0048
anmaßtest;VVINF;-0.0048
anmaßtet;VVINF;-0.0048
anmaßung;NN;-0.0048
anmaßungen;NN;-0.0048
annäher;VVINF;0.004
annähere;VVINF;0.004
annäheren;VVINF;0.004
annähern;VVINF;0.004
annäherst;VVINF;0.004
annähert;VVINF;0.004
annäherte;VVINF;0.004
annäherten;VVINF;0.004
annähertest;VVINF;0.004
annähertet;VVINF;0.004
annäherung;NN;0.004
annäherungen;NN;0.004
annehmbar;ADJX;0.004
annehmbare;ADJX;0.004
annehmbarem;ADJX;0.004
annehmbaren;ADJX;0.004
annehmbarer;ADJX;0.004
annehmbarere;ADJX;0.004
annehmbarerem;ADJX;0.004
annehmbareren;ADJX;0.004
annehmbarerer;ADJX;0.004
annehmbareres;ADJX;0.004
annehmbares;ADJX;0.004
annehmbarst;ADJX;0.004
annehmbarste;ADJX;0.004
annehmbarstem;ADJX;0.004
annehmbarsten;ADJX;0.004
annehmbarster;ADJX;0.004
annehmbarstes;ADJX;0.004
annehmlichkeit;NN;0.004
annehmlichkeiten;NN;0.004
annullier;VVINF;-0.3149
annulliere;VVINF;-0.3149
annullieren;VVINF;-0.3149
annullierest;VVINF;-0.3149
annullieret;VVINF;-0.3149
annullierst;VVINF;-0.3149
annulliert;VVINF;-0.3149
annullierte;VVINF;-0.3149
annullierten;VVINF;-0.3149
annulliertest;VVINF;-0.3149
annulliertet;VVINF;-0.3149
annullierung;NN;-0.0048
annullierungen;NN;-0.0048
anomalie;NN;-0.0048
anomalien;NN;-0.0048
anpassen;VVINF;0.004
anpassung;NN;0.004
anpassungen;NN;0.004
anpassungsfähig;ADJX;0.0799
anpassungsfähige;ADJX;0.0799
anpassungsfähigem;ADJX;0.0799
anpassungsfähigen;ADJX;0.0799
anpassungsfähiger;ADJX;0.0799
anpassungsfähigere;ADJX;0.0799
anpassungsfähigerem;ADJX;0.0799
anpassungsfähigeren;ADJX;0.0799
anpassungsfähigerer;ADJX;0.0799
anpassungsfähigeres;ADJX;0.0799
anpassungsfähiges;ADJX;0.0799
anpassungsfähigkeit;NN;0.004
anpassungsfähigst;ADJX;0.0799
anpassungsfähigste;ADJX;0.0799
anpassungsfähigstem;ADJX;0.0799
anpassungsfähigsten;ADJX;0.0799
anpassungsfähigster;ADJX;0.0799
anpassungsfähigstes;ADJX;0.0799
anreicher;VVINF;0.004
anreichere;VVINF;0.004
anreicheren;VVINF;0.004
anreichern;VVINF;0.004
anreicherst;VVINF;0.004
anreichert;VVINF;0.004
anreicherte;VVINF;0.004
anreicherten;VVINF;0.004
anreichertest;VVINF;0.004
anreichertet;VVINF;0.004
anreicherung;NN;0.004
anreicherungen;NN;0.004
anschießen;VVINF;-0.0048
ansehnlich;ADJX;0.0931
ansehnliche;ADJX;0.0931
ansehnlichem;ADJX;0.0931
ansehnlichen;ADJX;0.0931
ansehnlicher;ADJX;0.0931
ansehnlichere;ADJX;0.0931
ansehnlicherem;ADJX;0.0931
ansehnlicheren;ADJX;0.0931
ansehnlicherer;ADJX;0.0931
ansehnlicheres;ADJX;0.0931
ansehnliches;ADJX;0.0931
ansehnlichst;ADJX;0.0931
ansehnlichste;ADJX;0.0931
ansehnlichstem;ADJX;0.0931
ansehnlichsten;ADJX;0.0931
ansehnlichster;ADJX;0.0931
ansehnlichstes;ADJX;0.0931
anspann;VVINF;-0.0444
anspanne;VVINF;-0.0444
anspannen;VVINF;-0.0444
anspannest;VVINF;-0.0444
anspannet;VVINF;-0.0444
anspannst;VVINF;-0.0444
anspannt;VVINF;-0.0444
anspannte;VVINF;-0.0444
anspannten;VVINF;-0.0444
anspanntest;VVINF;-0.0444
anspanntet;VVINF;-0.0444
anspannung;NN;-0.0048
anspannungen;NN;-0.0048
ansprechend;ADJX;0.3382
ansprechende;ADJX;0.3382
ansprechendem;ADJX;0.3382
ansprechenden;ADJX;0.3382
ansprechender;ADJX;0.3382
ansprechendere;ADJX;0.3382
ansprechenderem;ADJX;0.3382
ansprechenderen;ADJX;0.3382
ansprechenderer;ADJX;0.3382
ansprechenderes;ADJX;0.3382
ansprechendes;ADJX;0.3382
ansprechendst;ADJX;0.3382
ansprechendste;ADJX;0.3382
ansprechendstem;ADJX;0.3382
ansprechendsten;ADJX;0.3382
ansprechendster;ADJX;0.3382
ansprechendstes;ADJX;0.3382
anspruch;NN;0.004
ansprüche;NN;0.004
ansprüchen;NN;0.004
anspruches;NN;0.004
anspruchs;NN;0.004
anspruchsvoll;ADJX;0.2216
anspruchsvolle;ADJX;0.2216
anspruchsvollem;ADJX;0.2216
anspruchsvollen;ADJX;0.2216
anspruchsvoller;ADJX;0.2216
anspruchsvollere;ADJX;0.2216
anspruchsvollerem;ADJX;0.2216
anspruchsvolleren;ADJX;0.2216
anspruchsvollerer;ADJX;0.2216
anspruchsvolleres;ADJX;0.2216
anspruchsvolles;ADJX;0.2216
anspruchsvollst;ADJX;0.2216
anspruchsvollste;ADJX;0.2216
anspruchsvollstem;ADJX;0.2216
anspruchsvollsten;ADJX;0.2216
anspruchsvollster;ADJX;0.2216
anspruchsvollstes;ADJX;0.2216
anstand;NN;0.004
anstände;NN;0.004
anständen;NN;0.004
anstandes;NN;0.004
anständig;ADJX;0.0977
anständige;ADJX;0.0977
anständigem;ADJX;0.0977
anständigen;ADJX;0.0977
anständiger;ADJX;0.0977
anständigere;ADJX;0.0977
anständigerem;ADJX;0.0977
anständigeren;ADJX;0.0977
anständigerer;ADJX;0.0977
anständigeres;ADJX;0.0977
anständiges;ADJX;0.0977
anständigkeit;NN;0.004
anständigst;ADJX;0.0977
anständigste;ADJX;0.0977
anständigstem;ADJX;0.0977
anständigsten;ADJX;0.0977
anständigster;ADJX;0.0977
anständigstes;ADJX;0.0977
anstands;NN;0.004
ansteigen;VVINF;0.004
anstieg;NN;0.004
anstiege;NN;0.004
anstiegen;NN;0.004
anstieges;NN;0.004
anstiegs;NN;0.004
anstößig;ADJX;-0.0048
anstößige;ADJX;-0.0048
anstößigem;ADJX;-0.0048
anstößigen;ADJX;-0.0048
anstößiger;ADJX;-0.0048
anstößigere;ADJX;-0.0048
anstößigerem;ADJX;-0.0048
anstößigeren;ADJX;-0.0048
anstößigerer;ADJX;-0.0048
anstößigeres;ADJX;-0.0048
anstößiges;ADJX;-0.0048
anstößigst;ADJX;-0.0048
anstößigste;ADJX;-0.0048
anstößigstem;ADJX;-0.0048
anstößigsten;ADJX;-0.0048
anstößigster;ADJX;-0.0048
anstößigstes;ADJX;-0.0048
anstreng;VVINF;-0.0048
anstrenge;VVINF;-0.0048
anstrengen;VVINF;-0.0048
anstrengend;ADJX;-0.0048
anstrengende;ADJX;-0.0048
anstrengendem;ADJX;-0.0048
anstrengenden;ADJX;-0.0048
anstrengender;ADJX;-0.0048
anstrengendere;ADJX;-0.0048
anstrengenderem;ADJX;-0.0048
anstrengenderen;ADJX;-0.0048
anstrengenderer;ADJX;-0.0048
anstrengenderes;ADJX;-0.0048
anstrengendes;ADJX;-0.0048
anstrengendst;ADJX;-0.0048
anstrengendste;ADJX;-0.0048
anstrengendstem;ADJX;-0.0048
anstrengendsten;ADJX;-0.0048
anstrengendster;ADJX;-0.0048
anstrengendstes;ADJX;-0.0048
anstrengest;VVINF;-0.0048
anstrenget;VVINF;-0.0048
anstrengst;VVINF;-0.0048
anstrengt;VVINF;-0.0048
anstrengte;VVINF;-0.0048
anstrengten;VVINF;-0.0048
anstrengtest;VVINF;-0.0048
anstrengtet;VVINF;-0.0048
anstrengung;NN;-0.0048
anstrengungen;NN;-0.0048
anteil;NN;0.004
anteile;NN;0.004
anteilen;NN;0.004
anteiles;NN;0.004
anteilig;ADJX;0.004
anteilige;ADJX;0.004
anteiligem;ADJX;0.004
anteiligen;ADJX;0.004
anteiliger;ADJX;0.004
anteiligere;ADJX;0.004
anteiligerem;ADJX;0.004
anteiligeren;ADJX;0.004
anteiligerer;ADJX;0.004
anteiligeres;ADJX;0.004
anteiliges;ADJX;0.004
anteiligst;ADJX;0.004
anteiligste;ADJX;0.004
anteiligstem;ADJX;0.004
anteiligsten;ADJX;0.004
anteiligster;ADJX;0.004
anteiligstes;ADJX;0.004
anteils;NN;0.004
antipathie;NN;-0.0048
antipathien;NN;-0.0048
antiquiert;ADJX;-0.0048
antiquierte;ADJX;-0.0048
antiquiertem;ADJX;-0.0048
antiquierten;ADJX;-0.0048
antiquierter;ADJX;-0.0048
antiquiertere;ADJX;-0.0048
antiquierterem;ADJX;-0.0048
antiquierteren;ADJX;-0.0048
antiquierterer;ADJX;-0.0048
antiquierteres;ADJX;-0.0048
antiquiertes;ADJX;-0.0048
antiquiertest;ADJX;-0.0048
antiquierteste;ADJX;-0.0048
antiquiertestem;ADJX;-0.0048
antiquiertesten;ADJX;-0.0048
antiquiertester;ADJX;-0.0048
antiquiertestes;ADJX;-0.0048
anvertrau;VVINF;0.004
anvertraue;VVINF;0.004
anvertrauen;VVINF;0.004
anvertrauest;VVINF;0.004
anvertrauet;VVINF;0.004
anvertraust;VVINF;0.004
anvertraut;VVINF;0.004
anvertraute;VVINF;0.004
anvertrauten;VVINF;0.004
anvertrautest;VVINF;0.004
anvertrautet;VVINF;0.004
anziehen;VVINF;0.004
anziehung;NN;0.004
anziehungen;NN;0.004
anzünden;VVINF;-0.3333
apathisch;ADJX;-0.3252
apathische;ADJX;-0.3252
apathischem;ADJX;-0.3252
apathischen;ADJX;-0.3252
apathischer;ADJX;-0.3252
apathischere;ADJX;-0.3252
apathischerem;ADJX;-0.3252
apathischeren;ADJX;-0.3252
apathischerer;ADJX;-0.3252
apathischeres;ADJX;-0.3252
apathisches;ADJX;-0.3252
apathischst;ADJX;-0.3252
apathischste;ADJX;-0.3252
apathischstem;ADJX;-0.3252
apathischsten;ADJX;-0.3252
apathischster;ADJX;-0.3252
apathischstes;ADJX;-0.3252
apokalyptisch;ADJX;-0.0048
apokalyptische;ADJX;-0.0048
apokalyptischem;ADJX;-0.0048
apokalyptischen;ADJX;-0.0048
apokalyptischer;ADJX;-0.0048
apokalyptischere;ADJX;-0.0048
apokalyptischerem;ADJX;-0.0048
apokalyptischeren;ADJX;-0.0048
apokalyptischerer;ADJX;-0.0048
apokalyptischeres;ADJX;-0.0048
apokalyptisches;ADJX;-0.0048
apokalyptischst;ADJX;-0.0048
apokalyptischste;ADJX;-0.0048
apokalyptischstem;ADJX;-0.0048
apokalyptischsten;ADJX;-0.0048
apokalyptischster;ADJX;-0.0048
apokalyptischstes;ADJX;-0.0048
applaudier;VVINF;0.004
applaudiere;VVINF;0.004
applaudieren;VVINF;0.004
applaudierest;VVINF;0.004
applaudieret;VVINF;0.004
applaudierst;VVINF;0.004
applaudiert;VVINF;0.004
applaudierte;VVINF;0.004
applaudierten;VVINF;0.004
applaudiertest;VVINF;0.004
applaudiertet;VVINF;0.004
applaus;NN;0.0871
applause;NN;0.0871
applausen;NN;0.0871
applauses;NN;0.0871
applauss;NN;0.0871
arbeitslos;ADJX;-0.3426
arbeitslose;ADJX;-0.3426
arbeitslose;NN;-0.3549
arbeitslosem;ADJX;-0.3426
arbeitslosen;ADJX;-0.3426
arbeitslosen;NN;-0.3549
arbeitsloser;ADJX;-0.3426
arbeitslosere;ADJX;-0.3426
arbeitsloserem;ADJX;-0.3426
arbeitsloseren;ADJX;-0.3426
arbeitsloserer;ADJX;-0.3426
arbeitsloseres;ADJX;-0.3426
arbeitsloses;ADJX;-0.3426
arbeitslosigkeit;NN;-0.3654
arbeitslosst;ADJX;-0.3426
arbeitslosste;ADJX;-0.3426
arbeitslosstem;ADJX;-0.3426
arbeitslossten;ADJX;-0.3426
arbeitslosster;ADJX;-0.3426
arbeitslosstes;ADJX;-0.3426
archaisch;ADJX;-0.0048
archaische;ADJX;-0.0048
archaischem;ADJX;-0.0048
archaischen;ADJX;-0.0048
archaischer;ADJX;-0.0048
archaischere;ADJX;-0.0048
archaischerem;ADJX;-0.0048
archaischeren;ADJX;-0.0048
archaischerer;ADJX;-0.0048
archaischeres;ADJX;-0.0048
archaisches;ADJX;-0.0048
archaischst;ADJX;-0.0048
archaischste;ADJX;-0.0048
archaischstem;ADJX;-0.0048
archaischsten;ADJX;-0.0048
archaischster;ADJX;-0.0048
archaischstes;ADJX;-0.0048
ärger;NN;-0.3465
ärgerlich;ADJX;-0.3111
ärgerliche;ADJX;-0.3111
ärgerlichem;ADJX;-0.3111
ärgerlichen;ADJX;-0.3111
ärgerlicher;ADJX;-0.3111
ärgerlichere;ADJX;-0.3111
ärgerlicherem;ADJX;-0.3111
ärgerlicheren;ADJX;-0.3111
ärgerlicherer;ADJX;-0.3111
ärgerlicheres;ADJX;-0.3111
ärgerliches;ADJX;-0.3111
ärgerlichst;ADJX;-0.3111
ärgerlichste;ADJX;-0.3111
ärgerlichstem;ADJX;-0.3111
ärgerlichsten;ADJX;-0.3111
ärgerlichster;ADJX;-0.3111
ärgerlichstes;ADJX;-0.3111
ärgern;VVINF;-0.0048
ärgernis;NN;-0.3357
ärgernise;NN;-0.3357
ärgernisen;NN;-0.3357
ärgernises;NN;-0.3357
ärgerniss;NN;-0.3357
arm;ADJX;-0.4546
arme;ADJX;-0.4546
armem;ADJX;-0.4546
armen;ADJX;-0.4546
armer;ADJX;-0.4546
ärmer;ADJX;-0.4546
ärmere;ADJX;-0.4546
ärmerem;ADJX;-0.4546
ärmeren;ADJX;-0.4546
ärmerer;ADJX;-0.4546
ärmeres;ADJX;-0.4546
armes;ADJX;-0.4546
armselig;ADJX;-0.1814
armselige;ADJX;-0.1814
armseligem;ADJX;-0.1814
armseligen;ADJX;-0.1814
armseliger;ADJX;-0.1814
armseligere;ADJX;-0.1814
armseligerem;ADJX;-0.1814
armseligeren;ADJX;-0.1814
armseligerer;ADJX;-0.1814
armseligeres;ADJX;-0.1814
armseliges;ADJX;-0.1814
armseligst;ADJX;-0.1814
armseligste;ADJX;-0.1814
armseligstem;ADJX;-0.1814
armseligsten;ADJX;-0.1814
armseligster;ADJX;-0.1814
armseligstes;ADJX;-0.1814
ärmst;ADJX;-0.4546
ärmste;ADJX;-0.4546
ärmstem;ADJX;-0.4546
ärmsten;ADJX;-0.4546
ärmster;ADJX;-0.4546
ärmstes;ADJX;-0.4546
armut;NN;-0.2038
arrogant;ADJX;-0.4659
arrogante;ADJX;-0.4659
arrogantem;ADJX;-0.4659
arroganten;ADJX;-0.4659
arroganter;ADJX;-0.4659
arrogantere;ADJX;-0.4659
arroganterem;ADJX;-0.4659
arroganteren;ADJX;-0.4659
arroganterer;ADJX;-0.4659
arroganteres;ADJX;-0.4659
arrogantes;ADJX;-0.4659
arrogantest;ADJX;-0.4659
arroganteste;ADJX;-0.4659
arrogantestem;ADJX;-0.4659
arrogantesten;ADJX;-0.4659
arrogantester;ADJX;-0.4659
arrogantestes;ADJX;-0.4659
arroganz;NN;-0.3289
arschloch;NN;-0.1901
arschlöcher;NN;-0.1901
arschlöchern;NN;-0.1901
arschloches;NN;-0.1901
arschlochs;NN;-0.1901
artig;ADJX;0.225
artige;ADJX;0.225
artigem;ADJX;0.225
artigen;ADJX;0.225
artiger;ADJX;0.225
artigere;ADJX;0.225
artigerem;ADJX;0.225
artigeren;ADJX;0.225
artigerer;ADJX;0.225
artigeres;ADJX;0.225
artiges;ADJX;0.225
artigst;ADJX;0.225
artigste;ADJX;0.225
artigstem;ADJX;0.225
artigsten;ADJX;0.225
artigster;ADJX;0.225
artigstes;ADJX;0.225
ästhetisch;ADJX;0.2038
ästhetische;ADJX;0.2038
ästhetischem;ADJX;0.2038
ästhetischen;ADJX;0.2038
ästhetischer;ADJX;0.2038
ästhetischere;ADJX;0.2038
ästhetischerem;ADJX;0.2038
ästhetischeren;ADJX;0.2038
ästhetischerer;ADJX;0.2038
ästhetischeres;ADJX;0.2038
ästhetisches;ADJX;0.2038
ästhetischst;ADJX;0.2038
ästhetischste;ADJX;0.2038
ästhetischstem;ADJX;0.2038
ästhetischsten;ADJX;0.2038
ästhetischster;ADJX;0.2038
ästhetischstes;ADJX;0.2038
atemberaubend;ADJX;0.3261
atemberaubende;ADJX;0.3261
atemberaubendem;ADJX;0.3261
atemberaubenden;ADJX;0.3261
atemberaubender;ADJX;0.3261
atemberaubendere;ADJX;0.3261
atemberaubenderem;ADJX;0.3261
atemberaubenderen;ADJX;0.3261
atemberaubenderer;ADJX;0.3261
atemberaubenderes;ADJX;0.3261
atemberaubendes;ADJX;0.3261
atemberaubendst;ADJX;0.3261
atemberaubendste;ADJX;0.3261
atemberaubendstem;ADJX;0.3261
atemberaubendsten;ADJX;0.3261
atemberaubendster;ADJX;0.3261
atemberaubendstes;ADJX;0.3261
attacke;NN;-0.47
attacken;NN;-0.47
attackier;VVINF;-0.0048
attackiere;VVINF;-0.0048
attackieren;VVINF;-0.0048
attackierest;VVINF;-0.0048
attackieret;VVINF;-0.0048
attackierst;VVINF;-0.0048
attackiert;VVINF;-0.0048
attackierte;VVINF;-0.0048
attackierten;VVINF;-0.0048
attackiertest;VVINF;-0.0048
attackiertet;VVINF;-0.0048
attraktiv;ADJX;0.2162
attraktive;ADJX;0.2162
attraktivem;ADJX;0.2162
attraktiven;ADJX;0.2162
attraktiver;ADJX;0.2162
attraktivere;ADJX;0.2162
attraktiverem;ADJX;0.2162
attraktiveren;ADJX;0.2162
attraktiverer;ADJX;0.2162
attraktiveres;ADJX;0.2162
attraktives;ADJX;0.2162
attraktivität;NN;0.004
attraktivst;ADJX;0.2162
attraktivste;ADJX;0.2162
attraktivstem;ADJX;0.2162
attraktivsten;ADJX;0.2162
attraktivster;ADJX;0.2162
attraktivstes;ADJX;0.2162
aufbereit;VVINF;0.004
aufbereite;VVINF;0.004
aufbereiten;VVINF;0.004
aufbereitest;VVINF;0.004
aufbereitet;VVINF;0.004
aufbereitete;VVINF;0.004
aufbereiteten;VVINF;0.004
aufbereitetest;VVINF;0.004
aufbereitetet;VVINF;0.004
aufbereitte;VVINF;0.004
aufbereitten;VVINF;0.004
aufbereittest;VVINF;0.004
aufbereittet;VVINF;0.004
aufbereitung;NN;0.004
aufbereitungen;NN;0.004
aufbesser;VVINF;0.004
aufbessere;VVINF;0.004
aufbesseren;VVINF;0.004
aufbessern;VVINF;0.004
aufbesserst;VVINF;0.004
aufbessert;VVINF;0.004
aufbesserte;VVINF;0.004
aufbesserten;VVINF;0.004
aufbessertest;VVINF;0.004
aufbessertet;VVINF;0.004
aufbesserung;NN;0.004
aufbesserungen;NN;0.004
aufbläh;VVINF;-0.0048
aufblähe;VVINF;-0.0048
aufblähen;VVINF;-0.0048
aufblähest;VVINF;-0.0048
aufblähet;VVINF;-0.0048
aufblähst;VVINF;-0.0048
aufbläht;VVINF;-0.0048
aufblähte;VVINF;-0.0048
aufblähten;VVINF;-0.0048
aufblähtest;VVINF;-0.0048
